RPM,SPEED,THROTTLE_POS,MAF,COOLANT_TEMP,INTAKE_TEMP,O2_B1S1,ENGINE_LOAD,INTAKE_PRESSURE,O2_B1S2,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,segment_id
2824,100,37.25,13.3,96,25,0,18.04,78,0.01,1.562,4.688,6
2741,97,27.06,4.11,96,25,0.62,5.882,26,0.305,0.7812,15.62,6
2717,96,36.47,12.23,96,25,0.62,17.65,73,0.305,-0.7812,10.16,6
2738,97,36.08,11.97,96,25,0.62,16.86,74,0.305,2.344,10.16,6
2726,96,32.94,8.27,96,25,0.21,11.76,49,0.19,-1.562,10.16,6
2642,93,31.37,6.83,96,25,0.21,10.2,52,0.19,-2.344,14.84,6
2604,92,34.12,9.68,96,25,0.21,14.51,60,0.19,3.125,10.16,6
2590,91,34.12,9.24,96,25,0.775,14.12,56,0.2,-2.344,10.16,6
2567,91,37.25,13.59,96,25,0.775,20.78,78,0.2,3.125,6.25,6
2627,93,35.29,10.93,96,24,0.775,16.47,66,0.2,2.344,9.375,6
2620,92,37.25,13.5,96,24,0.155,20,76,0.28,0,7.031,6
2649,93,35.69,11.41,96,25,0.155,16.86,67,0.28,-3.906,10.16,6
2596,92,33.73,8.85,96,25,0.155,13.33,55,0.28,-1.562,10.16,6
2532,89,30.98,6.37,96,25,0.11,9.804,48,0.165,-0.7812,14.84,6
2449,85,30.2,6.01,96,25,0.11,9.804,33,0.165,29.69,16.41,6
2392,84,31.37,6.76,96,25,0.11,11.37,46,0.165,5.469,10.16,6
2390,84,34.12,9.17,96,25,0.115,15.29,54,0.17,12.5,14.06,6
2442,86,41.96,17.86,96,25,0.115,29.41,92,0.17,-1.562,8.594,6
2670,94,44.31,22.9,96,24,0.115,33.73,92,0.17,-2.344,1.562,6
2855,101,41.57,18.69,95,24,0.675,25.1,89,0.605,4.688,0,6
2949,104,40.78,17.24,95,24,0.675,22.35,91,0.605,-4.688,6.25,6
3045,107,60.39,29.23,95,24,0.675,36.86,98,0.605,-1.562,0.7812,6
3217,114,47.84,25.53,95,24,0.625,29.8,97,0.655,-1.562,-0.7812,6
3340,118,48.24,26.98,95,24,0.625,28.63,95,0.655,0.7812,-1.562,6
3363,119,34.12,9.31,95,24,0.625,10.2,50,0.655,-3.906,8.594,6
3286,116,39.22,16.85,97,24,0.74,18.82,83,0.14,-0.7812,6.25,6
3234,114,28.24,4.81,97,24,0.74,5.49,34,0.14,-4.688,10.16,6
3146,111,36.08,12.17,97,24,0.74,14.51,72,0.14,-2.344,10.16,6
3098,109,37.25,13.48,97,24,0.705,16.47,78,0.125,-3.125,10.16,6
3080,109,40.39,16.89,97,24,0.705,20.78,90,0.125,-7.031,4.688,6
3002,106,39.61,15.78,97,24,0.705,20,86,0.125,2.344,3.906,6
2978,105,40.39,17.21,97,24,0.11,21.96,87,0.18,-0.7812,3.906,6
2982,105,40,16.32,97,24,0.11,20.78,87,0.18,3.906,3.125,6
2961,105,39.61,15.56,97,24,0.11,20,87,0.18,4.688,3.125,6
2964,105,42.35,17.59,97,24,0.735,22.35,90,0.195,-2.344,4.688,6
2958,104,39.61,15.65,97,24,0.735,20,86,0.195,2.344,4.688,6
2990,106,40.78,16.74,97,24,0.735,21.18,90,0.195,-3.125,4.688,6
3026,107,39.61,16.17,97,24,0.08,20.39,87,0.21,-4.688,4.688,6
3028,107,39.61,15.61,97,24,0.08,19.61,88,0.21,-3.125,4.688,6
2996,106,39.61,15.64,97,24,0.08,20,86,0.21,-5.469,4.688,6
2950,104,41.57,17.7,97,24,0.74,23.14,90,0.13,1.562,4.688,6
2907,103,41.18,17.49,97,24,0.74,22.75,88,0.13,2.344,4.688,6
2893,102,38.04,14.07,97,24,0.74,18.43,83,0.13,4.688,4.688,6
2910,103,38.04,13.77,97,24,0.64,18.04,82,0.225,0.7812,4.688,6
2964,105,38.04,13.95,97,24,0.64,18.04,83,0.225,0.7812,4.688,6
3006,106,41.18,17.41,97,24,0.64,21.96,90,0.225,3.906,4.688,6
3032,107,38.43,14.61,97,24,0.705,18.04,86,0.57,1.562,4.688,6
3002,106,36.86,12.34,97,24,0.705,15.69,78,0.57,-3.125,10.16,6
3006,106,36.86,12.55,97,24,0.705,15.69,75,0.57,6.25,7.812,6
2976,105,36.47,12.31,97,24,0.635,15.69,74,0.19,0.7812,10.16,6
2906,103,39.61,14.5,97,24,0.635,18.82,88,0.19,-2.344,7.031,6
2935,104,39.61,15.63,97,24,0.635,20.39,88,0.19,-2.344,5.469,6
2968,105,39.61,15.72,97,24,0.095,20.39,86,0.185,1.562,5.469,6
2972,105,39.61,15.58,97,24,0.095,20,88,0.185,1.562,5.469,6
2984,105,39.61,15.77,97,24,0.095,20,88,0.185,1.562,5.469,6
3006,106,39.22,15.18,96,24,0.685,19.22,85,0.135,1.562,5.469,6
3020,107,39.22,15.17,96,24,0.685,19.22,86,0.135,1.562,5.469,6
3014,106,38.04,13.97,96,24,0.685,17.65,84,0.135,-1.562,5.469,6
3003,106,38.04,13.92,96,24,0.18,17.65,85,0.15,-0.7812,5.469,6
2986,105,40,16.34,96,24,0.18,20.78,88,0.15,2.344,4.688,6
2946,104,40,16.09,96,24,0.18,20.78,89,0.15,1.562,4.688,6
2874,101,39.61,15.51,96,24,0.69,20.78,89,0.355,2.344,4.688,6
2870,101,40.39,16.35,96,24,0.69,21.96,87,0.355,2.344,4.688,6
2914,103,40.39,16.34,96,24,0.69,21.57,91,0.355,1.562,4.688,6
2948,104,40.39,16.5,96,24,0.575,21.57,89,0.135,1.562,4.688,6
2982,105,40.39,16.57,96,24,0.575,21.57,87,0.135,0.7812,4.688,6
3020,106,40.39,17.04,96,24,0.575,21.18,88,0.135,-4.688,4.688,6
3054,108,61.96,30.13,97,24,0.725,37.25,100,0.18,-1.562,-0.7812,6
3235,114,44.71,23.74,97,24,0.725,27.45,93,0.18,-1.562,-1.562,6
3332,118,39.61,18.37,97,24,0.725,20.78,85,0.18,-3.906,3.906,6
3232,114,36.08,12.02,97,24,0.105,14.12,69,0.19,-3.906,10.16,6
3118,110,34.9,10.18,97,24,0.105,12.16,60,0.19,0,10.16,6
3003,106,35.69,11.47,97,24,0.105,14.51,71,0.19,3.125,10.16,6
2917,103,34.51,9.89,97,24,0.715,12.94,60,0.175,5.469,10.16,6
2883,102,37.25,12.92,97,24,0.715,17.25,80,0.175,5.469,4.688,6
2791,98,32.94,8.1,97,24,0.715,10.98,54,0.175,-0.7812,10.94,6
2717,96,33.73,8.96,97,24,0.74,12.94,54,0.735,0.7812,10.94,6
2649,93,42.35,18.45,97,24,0.74,27.45,91,0.735,-3.906,6.25,6
2672,94,32.55,7.92,97,24,0.74,11.76,46,0.735,2.344,10.94,6
2680,94,41.18,19.17,96,24,0.825,27.84,95,0.665,3.125,4.688,6
2804,99,42.35,20.1,96,24,0.825,27.84,92,0.665,0,0,6
2867,101,41.96,18,96,24,0.825,24.31,92,0.665,5.469,3.906,6
2806,99,38.04,14.06,96,24,0.71,19.61,84,0.635,-1.562,6.25,6
2725,96,40,16.73,96,24,0.71,24.31,88,0.635,-0.7812,7.031,6
2704,96,38.04,13.99,96,24,0.71,20,83,0.635,3.906,7.031,6
2702,95,36.08,11.87,97,24,0.71,16.86,71,0.595,-3.906,11.72,6
2761,97,39.22,15.39,97,24,0.71,21.57,84,0.595,1.562,7.031,6
2915,103,42.75,19.8,97,24,0.71,26.27,91,0.595,-1.562,2.344,6
3084,109,37.65,14.15,97,24,0.5,17.25,79,0.65,7.031,6.25,6
3146,111,37.65,14.43,97,24,0.5,17.25,79,0.65,3.125,6.25,6
3192,113,37.65,14.33,97,24,0.5,16.86,79,0.65,-1.562,6.25,6
3177,112,35.69,11.76,97,24,0.72,13.73,69,0.165,-4.688,11.72,6
3204,113,50.59,19.66,97,24,0.72,22.35,96,0.165,-7.812,2.344,6
3238,114,40.78,18.33,97,24,0.72,21.18,87,0.165,-5.469,6.25,6
2814,99,27.45,4.27,97,24,0.83,5.882,26,0.33,0,17.97,6
2574,91,25.1,3.31,97,24,0.83,4.706,24,0.33,0,17.97,6
2526,89,40.39,19.96,97,24,0.83,31.37,85,0.33,-2.344,9.375,6
2573,91,43.53,21.18,96,24,0.67,32.55,91,0.565,-3.906,5.469,6
2668,94,39.61,16.79,96,24,0.67,24.31,85,0.565,3.125,4.688,6
2696,95,39.61,16.77,96,24,0.67,24.31,85,0.565,3.125,4.688,6
2702,95,38.82,15.3,96,24,0.635,21.96,85,0.62,-0.7812,4.688,6
2719,96,38.04,14.4,96,24,0.635,20.39,84,0.62,0,4.688,6
2737,97,36.86,12.49,96,24,0.635,17.65,77,0.62,0,11.72,6
2754,97,35.29,10.7,96,24,0.71,14.9,67,0.575,2.344,11.72,6
2810,99,35.29,10.98,96,24,0.71,14.9,68,0.575,-3.906,11.72,6
2908,102,37.65,13.47,96,24,0.71,17.65,82,0.575,7.031,5.469,6
2936,104,36.86,12.73,96,24,0.7,16.47,78,0.225,-4.688,11.72,6
2888,104,26.67,4.01,96,24,0.7,5.098,26,0.225,0,17.97,6
2882,102,42.35,19.9,96,24,0.7,26.67,91,0.225,-2.344,0.7812,6
2844,100,27.45,4.24,96,24,0.19,5.49,26,0.67,0,17.97,6
2796,99,36.08,11.47,96,24,0.19,15.69,73,0.67,-3.125,10.94,6
2765,97,36.47,12.23,96,24,0.19,17.25,73,0.67,-3.125,11.72,6
2764,97,34.51,9.81,96,24,0.695,13.73,62,0.19,3.125,11.72,6
2708,96,40,16.4,96,24,0.695,23.53,88,0.19,0.7812,7.031,6
2744,97,38.04,13.85,96,24,0.695,19.61,81,0.19,0,6.25,6
2782,98,38.04,13.97,95,24,0.095,19.61,84,0.625,3.125,7.031,6
2843,100,41.57,17.75,95,24,0.095,23.92,91,0.625,3.125,7.031,6
2918,103,40.78,17.21,95,24,0.095,22.75,91,0.625,0.7812,7.031,6
2903,102,36.47,12.42,95,24,0.165,16.08,73,0.51,-3.906,11.72,6
2908,103,40.39,16.48,95,24,0.165,21.57,88,0.51,-3.906,7.031,6
2940,104,38.43,14.67,95,24,0.165,19.22,85,0.51,1.562,7.031,6
2880,102,39.61,15.27,96,24,0.155,20.39,87,0.205,-3.125,7.031,6
2904,103,42.35,18.43,96,24,0.155,24.31,93,0.205,1.562,6.25,6
2929,103,42.35,18.11,96,24,0.155,23.53,93,0.205,-3.125,3.906,6
2951,104,41.18,17.95,96,24,0.145,23.14,89,0.195,-3.906,1.562,6
2949,104,41.18,17.37,96,24,0.145,22.35,88,0.195,-6.25,3.125,6
2964,104,40.39,16.78,96,24,0.145,21.96,88,0.195,0,3.125,6
3016,107,39.22,15.59,96,24,0.71,19.61,87,0.325,-2.344,2.344,6
3104,110,27.45,4.33,96,24,0.71,5.098,25,0.325,-3.906,19.53,6
2914,103,27.45,4.53,96,24,0.71,5.882,25,0.325,-3.906,24.22,6
2765,98,27.45,4.3,96,24,0.725,5.882,26,0.115,3.906,15.62,6
2688,95,40.78,17.52,96,24,0.725,25.49,89,0.115,-3.125,7.031,6
2707,95,34.51,9.88,96,24,0.725,14.51,61,0.115,3.906,11.72,6
2593,91,26.67,3.94,95,24,0.08,5.882,26,0.185,29.69,19.53,6
2480,87,37.25,13.94,95,24,0.08,22.35,76,0.185,7.812,4.688,6
2397,85,25.49,3.38,95,24,0.08,5.49,25,0.185,0,17.97,6
2168,76,24.71,3.14,95,24,0,5.882,25,0,0,17.97,6
1840,66,23.53,2.71,95,24,0,6.275,27,0,0,17.97,6
1041,44,23.53,2.62,95,25,0,9.412,50,0,-6.25,22.66,6
939.5,16,21.96,2.17,95,25,0.775,8.627,48,0.135,7.812,21.88,6
907.8,12,21.96,2.19,95,25,0.775,8.627,50,0.135,14.84,25,6
1020,13,21.96,2.24,95,25,0.775,8.235,46,0.135,16.41,30.47,6
941.5,12,21.96,2.17,95,25,0.67,8.627,50,0.1,14.84,32.81,6
1041,14,22.35,2.32,95,25,0.67,8.627,45,0.1,12.5,32.81,6
953.2,8,21.57,2.1,95,25,0.67,8.235,48,0.1,12.5,32.81,6
702.8,0,19.61,1.46,97,25,0.07,6.667,55,0.125,18.75,21.88,6
826.8,5,23.92,2.5,97,25,0.07,10.2,65,0.125,32.03,21.09,6
1452,0,22.35,2.32,97,25,0.07,6.667,35,0.125,28.91,24.22,6
958,6,25.49,3.04,97,25,0.755,11.76,69,0.13,19.53,29.69,6
1098,15,28.63,4.57,97,25,0.755,16.47,65,0.13,18.75,19.53,6
1270,17,20.78,1.88,97,26,0.755,5.882,33,0.13,10.16,20.31,6
1132,15,23.14,2.47,99,26,0.055,8.627,41,0.77,13.28,32.81,6
1426,19,23.53,2.69,99,26,0.055,7.843,40,0.77,11.72,22.66,6
1405,19,23.14,2.48,99,26,0.055,7.451,35,0.77,10.16,32.81,6
1104,15,27.45,4,99,26,0.5,14.12,62,0.77,10.94,25,6
1550,21,25.49,3.39,99,26,0.5,9.02,42,0.77,-0.7812,27.34,6
1459,19,22.35,2.37,99,26,0.5,6.667,30,0.77,5.469,28.12,6
1723,23,35.29,9.1,100,25,0.905,21.96,78,0.88,-1.562,10.94,6
1438,18,24.71,3.11,100,26,0.905,9.02,37,0.88,-1.562,31.25,6
803,1,20.78,1.84,100,26,0.905,7.843,53,0.88,-2.344,25,6
668.8,0,21.57,1.91,100,26,0.04,8.627,65,0.165,3.906,27.34,6
1192,8,27.06,3.95,100,26,0.04,13.73,50,0.165,10.94,28.12,6
1020,13,25.49,3.26,100,26,0.04,12.55,62,0.165,-1.562,32.81,6
1221,16,20.78,1.89,100,26,0.605,6.275,35,0.16,3.125,30.47,6
899.5,8,21.57,2.03,100,26,0.605,8.235,50,0.16,10.16,32.81,6
884.8,9,23.14,2.42,100,26,0.605,9.804,57,0.16,16.41,32.81,6
815.8,0,20,1.51,100,26,0.325,6.275,45,0.15,16.41,25.78,6
838,0,16.08,0.97,100,27,0.325,3.922,41,0.15,21.88,29.69,6
1745,16,24.31,2.93,82,38,0.87,7.451,34,1.275,0.7812,17.19,6
1448,19,28.63,4.61,82,37,0.87,13.73,60,1.275,-8.594,20.31,6
1738,23,24.31,2.85,82,37,0.87,7.059,36,1.275,-3.906,18.75,6
1514,21,22.75,2.49,82,37,0.03,7.059,31,1.275,-6.25,16.41,6
2138,29,37.25,12.45,82,36,0.03,24.31,82,1.275,-3.906,8.594,6
2020,40,47.45,17.1,82,35,0.03,35.69,99,1.275,-16.41,5.469,6
2581,56,23.14,2.7,86,33,0.1,3.922,40,1.175,0,10.16,6
2232,63,47.45,20.17,86,33,0.1,37.65,97,1.175,-7.031,1.562,6
2659,75,43.53,21.97,86,33,0.1,32.94,91,1.175,-3.125,0.7812,6
2101,84,23.14,2.53,86,33,0.115,5.098,25,1.145,0,15.62,6
2484,88,39.22,16.32,86,32,0.115,26.27,85,1.145,4.688,0.7812,6
2594,91,40,17,86,32,0.115,26.27,85,1.145,0,1.562,6
2688,95,40.39,16.96,95,32,0.695,25.1,86,1.275,-0.7812,3.125,6
2716,96,40.39,18.01,95,32,0.695,25.88,87,1.275,4.688,7.031,6
2748,97,39.22,15.41,95,31,0.695,21.96,86,1.275,-4.688,6.25,6
2643,93,26.67,3.92,95,32,0,5.882,27,0,0,17.97,6
2488,87,35.69,12.28,95,32,0,20,61,0,5.469,11.72,6
2433,86,34.12,9.15,95,32,0,15.29,56,0,3.125,11.72,6
2423,85,28.24,4.56,95,31,0.245,7.451,33,0.17,-5.469,14.06,6
2330,82,34.12,8.58,95,31,0.245,14.9,66,0.17,6.25,10.16,6
2202,77,25.1,3.23,95,31,0.245,5.882,26,0.17,0,17.97,6
2233,62,24.71,3.12,95,32,0,5.49,26,0,-2.344,17.97,6
2125,60,23.92,2.69,95,31,0,5.098,25,0,-4.688,16.41,6
1687,48,22.75,2.35,95,31,0,5.882,29,0,0,17.97,6
2120,30,23.14,2.53,98,31,0.69,4.706,28,0.125,0.7812,17.97,6
2049,28,23.53,2.71,98,31,0.69,5.49,26,0.125,0,17.97,6
3202,43,43.14,21.26,98,30,0.69,24.71,93,0.125,-6.25,4.688,6
2742,55,40.78,18.37,98,29,0.72,26.27,88,0.725,-2.344,3.906,6
1806,51,23.92,2.98,98,30,0.72,5.882,36,0.725,-3.125,16.41,6
1613,56,26.67,3.95,98,29,0.72,10.2,40,0.725,29.69,16.41,6
1032,29,22.75,2.38,96,30,0.065,9.02,50,0.145,7.031,15.62,6
702,0,19.22,1.31,96,30,0.065,5.882,54,0.145,13.28,32.81,6
669,0,19.22,1.32,96,30,0.065,5.882,56,0.145,16.41,32.81,6
2440,20,22.75,2.39,96,29,0.815,3.922,29,0.19,0,14.84,6
2774,38,40.78,17.99,96,29,0.815,25.1,88,0.19,1.562,3.906,6
2598,52,60,28.18,96,29,0.815,42.75,99,0.19,5.469,-4.688,6
2372,67,58.82,24.93,99,28,0.1,42.35,99,0.745,3.906,-3.906,6
2920,83,61.18,30.74,99,28,0.1,40.39,99,0.745,3.906,-3.906,6
2517,89,59.61,27.08,99,27,0.1,42.75,99,0.745,3.125,-3.125,6
2657,94,43.14,22.28,99,27,0.11,32.94,91,0.62,4.688,-0.7812,6
2740,97,39.61,16.06,99,27,0.11,23.14,88,0.62,0,4.688,6
2792,98,40.78,17.04,99,27,0.11,23.92,89,0.62,-2.344,4.688,6
2798,99,40.39,16.79,98,27,0.435,23.53,88,0.435,2.344,5.469,6
2806,99,39.22,15.47,98,27,0.435,21.57,85,0.435,0,5.469,6
2834,100,40.78,17.12,98,27,0.435,23.14,91,0.435,-3.125,5.469,6
2848,100,40,16.04,98,26,0.7,21.96,87,0.205,2.344,5.469,6
2848,100,40.78,17.05,98,26,0.7,23.14,88,0.205,2.344,5.469,6
2841,100,39.61,15.65,98,26,0.7,21.18,89,0.205,3.906,5.469,6
2861,101,40.78,17.22,98,26,0.17,23.92,92,0.195,-0.7812,5.469,6
2872,101,40.78,16.62,98,26,0.17,22.35,89,0.195,2.344,5.469,6
2892,102,41.18,17.32,98,26,0.17,23.14,92,0.195,-3.906,5.469,6
2868,101,40.39,16.86,98,26,0.23,22.75,89,0.285,0,3.906,6
2857,101,41.18,17.28,98,25,0.23,23.53,91,0.285,-3.125,5.469,6
2860,101,40.39,16.57,98,25,0.23,22.35,87,0.285,0.7812,5.469,6
2916,103,40.39,16.31,98,25,0.735,21.57,90,0.195,0.7812,5.469,6
2922,103,36.86,12.42,98,25,0.735,16.08,77,0.195,-0.7812,9.375,6
2908,103,38.04,13.73,98,25,0.735,18.04,84,0.195,2.344,9.375,6
2871,101,46.67,19.45,98,25,0.09,26.67,97,0.165,-3.906,7.031,6
2870,101,40.78,17.1,98,25,0.09,22.75,90,0.165,-3.125,4.688,6
2851,101,41.96,19.19,98,25,0.09,25.88,91,0.165,2.344,-0.7812,6
2778,98,37.25,12.49,97,25,0.66,17.25,78,0.255,2.344,6.25,6
2686,95,41.57,18.59,97,25,0.66,27.06,90,0.255,-3.125,5.469,6
2734,96,36.08,11.45,97,25,0.66,16.08,72,0.255,7.812,7.812,6
2480,88,25.88,3.69,97,25,0,5.882,26,0,0,17.97,6
2257,80,25.1,3.36,97,25,0,5.882,26,0,9.375,17.19,6
2210,78,36.86,12.36,97,25,0,22.75,78,0,4.688,6.25,6
1500,57,22.35,2.38,97,25,0,6.667,32,0,29.69,17.97,6
2025,57,37.65,12.2,97,25,0,25.1,86,0,-3.906,9.375,6
2053,58,23.53,2.7,97,25,0,5.49,25,0,0,17.97,6
2044,58,31.37,7.03,97,25,0.05,14.12,57,0.115,7.812,10.94,6
2050,58,41.18,15.07,97,25,0.05,29.8,94,0.115,-2.344,6.25,6
2474,70,59.61,26.94,97,24,0.05,43.14,100,0.115,1.562,-2.344,6
3592,78,29.8,5.66,96,24,0,5.882,30,0,0,14.06,6
2340,82,47.45,22.6,96,24,0,39.22,97,0,-3.125,-2.344,6
2494,88,38.43,15.53,96,24,0,25.1,79,0,7.812,3.906,6
2581,91,43.53,21.21,96,24,0.65,32.16,91,0.62,0.7812,0,6
2670,94,43.53,21.98,96,24,0.65,31.37,92,0.62,-0.7812,3.125,6
2773,98,42.75,20.3,96,24,0.65,28.24,90,0.62,-3.125,3.125,6
2818,99,40.78,17.46,97,24,0.12,23.92,90,0.165,3.906,3.125,6
2756,98,26.27,3.8,97,24,0.12,5.098,26,0.165,0,16.41,6
2776,98,41.57,18.68,97,24,0.12,25.88,90,0.165,3.906,3.125,6
2810,99,40,16.42,97,24,0.595,22.75,87,0.465,1.562,3.906,6
2794,99,40,16.5,97,24,0.595,22.75,88,0.465,2.344,5.469,6
2795,99,40.39,17.28,97,24,0.595,23.92,90,0.465,2.344,5.469,6
2786,98,40,16.17,97,24,0.095,22.35,86,0.26,-2.344,5.469,6
2795,99,40.78,17.2,97,24,0.095,23.92,89,0.26,2.344,5.469,6
2853,101,43.14,19.5,97,24,0.095,26.27,91,0.26,5.469,0.7812,6
2840,100,40.39,16.71,97,23,0.745,22.75,89,0.285,-2.344,5.469,6
2809,99,40,16.17,97,23,0.745,21.96,88,0.285,-3.125,5.469,6
2772,98,42.75,19.67,97,23,0.745,27.84,95,0.285,2.344,5.469,6
2777,98,42.75,19.23,98,23,0.345,27.06,94,0.595,-4.688,4.688,6
2720,96,27.84,4.47,98,23,0.345,6.275,28,0.595,-0.7812,19.53,6
2660,94,41.57,18.97,98,23,0.345,28.24,90,0.595,3.125,2.344,6
2691,95,41.18,18.27,98,23,0.14,26.67,87,0.665,-3.906,4.688,6
2776,98,40.78,17.18,98,23,0.14,23.92,90,0.665,-3.125,4.688,6
2844,100,39.61,15.93,98,23,0.14,21.57,87,0.665,-0.7812,4.688,6
2933,103,40,16.15,98,23,0.71,21.18,89,0.21,-2.344,4.688,6
2989,105,40.39,16.22,98,23,0.71,20.78,91,0.21,0.7812,4.688,6
3011,106,40.39,16.25,98,23,0.71,20.39,90,0.21,1.562,4.688,6
3008,106,40,16.08,98,23,0.1,20.39,91,0.135,1.562,4.688,6
2982,105,40,16.28,98,23,0.1,20.78,89,0.135,-3.125,4.688,6
3000,106,41.18,17.99,98,23,0.1,22.75,90,0.135,-3.906,3.906,6
3026,107,41.57,18.06,98,23,0.095,22.75,89,0.095,3.906,3.125,6
2954,104,55.29,23.9,98,23,0.095,30.98,101,0.095,-1.562,2.344,6
2916,103,39.22,15.42,98,23,0.095,20.39,85,0.095,0,3.125,6
2875,101,41.18,17.67,98,23,0.715,23.14,90,0.195,-1.562,3.906,6
2856,101,42.35,18.69,98,23,0.715,25.1,92,0.195,5.469,0.7812,6
2770,98,41.57,17.82,98,23,0.715,25.1,89,0.195,-3.125,3.906,6
2683,95,41.57,18.58,98,23,0.76,27.06,91,0.525,0,3.906,6
2622,92,39.22,15.92,98,23,0.76,23.92,85,0.525,3.906,3.906,6
2567,90,38.43,15.23,98,23,0.76,23.53,79,0.525,-0.7812,6.25,6
2570,91,37.65,14.26,98,23,0.725,21.96,78,0.63,5.469,6.25,6
2560,91,36.86,13.2,98,23,0.725,20.39,75,0.63,3.125,7.812,6
2601,92,37.25,13.25,98,23,0.725,20,75,0.63,3.906,7.812,6
2589,91,35.29,10.65,98,23,0.745,16.08,66,0.1,7.031,10.16,6
2660,94,40.39,17.84,98,23,0.745,26.27,87,0.1,-4.688,7.031,6
2732,96,40.39,17.24,98,23,0.745,24.71,87,0.1,-1.562,6.25,6
2778,98,40.78,17.2,98,23,0.125,24.31,91,0.615,-3.125,5.469,6
2732,96,39.61,17.7,98,23,0.125,25.1,86,0.615,0.7812,9.375,6
2736,97,37.65,13.89,98,23,0.125,19.61,81,0.615,0,7.031,6
2745,97,24.71,3.18,98,23,0.71,4.314,32,0.63,0,14.84,6
2478,88,25.88,3.66,98,23,0.71,5.882,26,0.63,0,17.97,6
2302,81,36.47,12.31,98,23,0.71,21.57,73,0.63,1.562,10.16,6
2268,80,25.1,3.27,98,23,0.015,5.882,25,0.14,1.562,18.75,6
2134,75,29.02,5.07,98,23,0.015,9.804,36,0.14,0,19.53,6
1979,70,23.92,2.74,98,23,0.015,5.49,26,0.14,0,17.97,6
1940,68,36.47,10,95,23,0.085,21.18,83,0.13,-7.031,9.375,6
1927,68,37.25,11.26,95,23,0.085,24.31,87,0.13,0,9.375,6
2072,73,43.92,17.6,95,23,0.085,34.9,97,0.13,-4.688,6.25,6
2204,78,41.96,18.17,95,23,0.165,33.33,92,0.68,0.7812,2.344,6
2128,75,34.9,9.75,95,23,0.165,18.43,72,0.68,-4.688,10.94,6
2082,73,36.08,10.89,95,23,0.165,21.18,77,0.68,3.906,8.594,6
2167,76,37.25,12.72,97,23,0.76,23.92,79,0.665,2.344,8.594,6
2324,82,35.29,10.55,97,23,0.76,18.04,72,0.665,4.688,8.594,6
2431,86,34.51,9.65,97,23,0.76,15.69,65,0.665,-1.562,10.94,6
2524,89,37.65,14.64,97,23,0.31,23.14,77,0.685,2.344,3.125,6
2654,94,37.65,14.24,97,23,0.31,21.18,81,0.685,5.469,3.906,6
2752,97,39.61,16.42,97,23,0.31,23.14,85,0.685,-1.562,3.906,6
2755,97,39.22,15.65,97,23,0.105,21.96,85,0.61,-2.344,4.688,6
2762,97,40.78,17.28,97,23,0.105,24.31,87,0.61,1.562,4.688,6
2783,98,40.78,17.33,97,22,0.105,23.92,88,0.61,1.562,4.688,6
2811,99,38.82,15.11,97,22,0.55,20.78,85,0.205,3.906,4.688,6
2811,99,40.39,17.18,97,22,0.55,23.53,87,0.205,-2.344,4.688,6
2856,101,40.39,16.88,97,22,0.55,22.75,87,0.205,-1.562,4.688,6
2866,101,38.82,14.85,98,22,0.085,19.61,86,0.11,3.906,5.469,6
2818,100,37.25,13,98,22,0.085,17.65,78,0.11,-1.562,11.72,6
2804,99,37.25,13.21,98,22,0.085,18.04,81,0.11,-4.688,11.72,6
2784,98,37.25,12.88,98,22,0.125,18.04,77,0.63,-4.688,11.72,6
2731,96,37.65,13.46,98,22,0.125,18.82,81,0.63,-0.7812,10.94,6
2740,97,37.65,13.45,98,22,0.125,18.82,79,0.63,0,5.469,6
2722,96,37.65,13.17,98,22,0.34,18.82,80,0.505,0,10.94,6
2674,94,36.86,12.8,98,22,0.34,18.82,77,0.505,1.562,10.94,6
2716,96,39.22,15.96,98,22,0.34,22.75,86,0.505,-1.562,5.469,6
2756,97,37.65,12.65,98,22,0.155,17.65,79,0.205,-2.344,6.25,6
2738,97,38.43,14.24,98,22,0.155,20.39,83,0.205,-4.688,9.375,6
2749,97,40.39,16.89,98,22,0.155,23.92,88,0.205,0,5.469,6
2783,98,40,16.71,98,22,0.715,23.14,88,0.21,2.344,5.469,6
2817,99,59.22,26.76,98,22,0.715,36.47,101,0.21,-7.031,2.344,6
2888,102,40.39,16.66,98,22,0.715,21.96,87,0.21,3.906,3.906,6
2860,101,39.61,15.7,98,22,0.17,21.18,89,0.155,-1.562,5.469,6
2872,101,41.18,17.86,98,22,0.17,23.92,92,0.155,1.562,5.469,6
2908,103,41.57,18.02,98,22,0.17,23.53,90,0.155,2.344,5.469,6
2900,102,38.04,14.06,98,22,0.705,18.43,81,0.165,0,6.25,6
2888,102,38.43,14.69,98,22,0.705,19.22,84,0.165,-1.562,7.031,6
2891,102,43.53,18.99,98,22,0.705,25.49,95,0.165,-1.562,7.031,6
2904,102,40.39,16.11,98,22,0.13,21.18,88,0.635,2.344,6.25,6
2871,101,36.86,12.62,98,22,0.13,16.86,77,0.635,-1.562,9.375,6
2815,99,37.25,13.22,98,22,0.13,18.04,80,0.635,3.906,6.25,6
2824,99,40.78,17.45,98,22,0.715,23.92,88,0.205,-3.906,6.25,6
2838,100,43.92,21.05,98,22,0.715,28.63,92,0.205,-5.469,2.344,6
2904,102,41.57,17.82,98,22,0.715,23.92,91,0.205,2.344,6.25,6
